,0
0,154.50367647058823
1,-2.159434089124675
2,-7.00657259069348
3,-1.4054378645818826
4,-4.52107569523642
5,-3.237292635071152
6,0.22208553731395597
7,0.34324419440685605
8,4.694218958067121
9,3.2148185981135553
10,2.54835577948287
11,-9.510264341425426
12,-5.551898100198057
13,1.5987799657182442
14,2.2694631130904113
15,-1.957031355818465
16,5.318968454399157
17,-2.509971954694729
18,4.242876688345076
19,-7.676335449149933
20,1.664782245029787
